Name,Region,Year,Color,Castes,AlcoholPercentage,Producer,MinimunPrice,MaximumPrice,Judge,JudgeRating,Date,JudgeNotes,Label,Link
Foral de Portimão 2014,Regional Algarve,2014,White,"Arinto, Viosinho, Cercial e Viognier",12.5,"A.A.C - Alcantarilha Agrícola e Comercial, Lda",4.0,7.5,João Mariano e Luís Rodrigues,15.0,Julho 2015,"Cor amarelo pálido e nariz preenchido por aromas citrinos e de fruta madura aliados a breves notas florais, na boca é um vinho correcto, de fácil prova e com uma acidez agradável, no paladar realce para um delicado frutado e cítrico e termina com um final de boca de comprimento de expressão curta.","Arinto, Viosinho, Cercial e Viognier. Ligeiro amarelo palha. Aroma intenso e elegante com notas florais e frutas brancas. Vivo e fresco com uma acidez bem equilibrada. Deve ser servido a 12º. Viticultor / Enólogo: João Mariano e Luís Rodrigues. Vinho proveniente de uvas certificadas em Modo de Produção Integrada.",https://osvinhos.blogspot.pt/2016/06/4046-foral-de-portimao-2014-branco.html
Foral de Portimão 2016,Regional Algarve,2016,Rosé,"Aragonez, Touriga Nacional e Negra Mole",12.5,"A.A.C - Alcantarilha Agrícola e Comercial, Lda",4.0,7.5,João Mariano e Luís Rodrigues,14.0,Agosto 2017,"Cor vermelha bem carregada e nariz muito simples, onde a fruta vermelha bem madura mistura-se com breves nuances vegetais e florais, na boca é um vinho correcto, com uma acidez mediana e um paladar pouco expressivo, embora sejam novamente os frutos vermelhos que dominam, o final de boca termina de uma forma muito curta.","Aragonez, Touriga Nacional e Negra Mole. Cor salmão. Aromas intensos, vivos, lembrando a framboesa. Suave, fresco, frutado, com alguma complexidade. Deve ser servido a 12ºC. Viticultor: João Mariano. Uvas provenientes de Vinhas Amigas do Ambiente.",https://osvinhos.blogspot.pt/2018/03/4707-foral-de-portimao-2016-rose.html
Foral de Portimão Arinto & Viognier 2012,Regional Algarve,2012,White,Arinto e Viognier,12.5,"A.A.C - Alcantarilha Agrícola e Comercial, Lda",4.0,7.5,Luís Rodrigues,14.5,Julho 2014,"Cor amarelo claro e nariz marcado pelos aromas florais e por alguma fruta, cm discretas sugestões citrinas a completar o conjunto, na boca é um vinho directo e simples, com uma acidez mediana e um paladar mais frutado que citrino, o final de boca é curto, quer no comprimento, quer na persistência.","Elaborado essencialmente com as castas Arinto e Viognier, apresenta uma cor citrina clara. Aroma intenso e elegante, com notas florais (rosa) e fruta brancas. Na boca é vivo e fresco com uma acidez bem equilibrada. Final elegante e persistente. Servir a 12ºC acompanhando pratos de peixe, marisco ou como aperitivo. Vinho proveniente de uvas certificadas em Modo de Produção Integrada.",https://osvinhos.blogspot.pt/2015/07/3667-foral-de-portimao-arinto-viognier.html
Foral de Portimão Petit Verdot 2008,Regional Algarve,2008,Red,Petit Verdot,14.0,"A.A.C - Alcantarilha Agrícola e Comercial, Lda",7.5,10.0,Luís Rodrigues,16.0,Setembro 2011,"Apresenta uma cor rubi intensa e um nariz bem preenchido por aromas de frutos pretos apoiados em delicadas sugestões especiadas e vibrantes notas de barrica, na boca é um vinho encorpado, com uma estrutura bem presente, a fruta continua dominante, tal como as especiarias e uma leve sensação de vegetal seco, o final revela uma ligeira secura e um comprimento e persistência médios.","Vinho elaborado com 100% da casta Petit Verdot, plantada em solos arenosos na Quinta da Penina. Vinificou em pequenos lagares de inox com fermentação alcoólica e maceração prolongada a temperatura controlada de 26º. Estagiou 6 meses em barricas novas de carvalho francês. Cor vermelha escura, apresenta aromas de fruta madura e baunilha. Na boca é fresco, encorpado e aveludado com um final marcado por taninos sedosos que conferem uma agradável persistência aromática. Vinho de qualidade: sujeito a criar depósito. Abrir, decantar e esperar um pouco antes de servir a 16-18ºC. Garrafa nº 3.545 de 6.850.",https://osvinhos.blogspot.pt/2012/01/2077-foral-de-portimao-petit-verdot.html
Foral de Portimão Syrah & Touriga Nacional 2012,Regional Algarve,2012,Rosé,"Syrah, Aragonez e Touriga Nacional",12.5,"A.A.C - Alcantarilha Agrícola e Comercial, Lda",4.0,7.5,Luís Rodrigues,15.0,Agosto 2013,"Cor salmão com delicados apontamentos avermelhados, o nariz revela uma boa dose de frutos vermelhos apoiados num delicado toque floral, na boca é um vinho correcto, fresco e agradavelmente frutado, o final de boca tem um comprimento curto/médio.","Elaborado com as castas Syrah, Aragonez e Touriga Nacional. O seu aroma é fresco, intenso, com notas de frutos vermelhos, como a framboesa e morango. A boca é leve, sabor equilibrado, com final fresco e muito elegante. Servir a 12ºC acompanhando todo o tipo de peixe em especial pratos frios que levam bacalhau, massas  e saladas. Vinho proveniente de uvas certificadas em Modo de Produção Integrada.",https://osvinhos.blogspot.pt/2014/06/3203-foral-de-portimao-syrah-touriga.html
Foral Grande Escolha 2000,DOC Douro,2000,Red,"Tinta Roriz, Tinta Barroca e Touriga Franca",13.0,"Caves Aliança, SA",4.0,7.5,Pascal Chatonnet e Francisco Antunes,15.5,Novembro 2007,"Aromas a denotar alguma evolução mas ainda com os frutos maduros em destaque e muita especiaria, na boca está redondo e suave, ligeiro vegetal num conjunto harmonioso, final médio e bem agradável apesar da idade.","Produzido com uvas criteriosamente seleccionadas, provenientes de vinhas localizadas junto ao rio no Douro Superior, nomeadamente a Tinta Roriz, Tinta Barroca e a Touriga Franca, este nosso vinhos estagiou durante 12 meses em barricas de carvalho francês. Obteve-se desta forma um vinho com bastante cor, frutado e final persistente que recebeu a designação de qualidade Grande Escolha.",https://osvinhos.blogspot.pt/2007/01/372-foral-grande-escolha-2000-tinto.html
Forestière Réserve Pinot Noir 2006,França,2006,Red,Pinot Noir,12.5,Expert Club,4.0,7.5,-,15.5,Outubro 2009,"Apresenta uma cor delicada, com pouca concentração e leve tonalidade acastanhada, no nariz destaque para os aromas a especiarias e um leve herbáceo, em conjunto com uma pálida fruta madura, já no paladar mostra-se suave e ais especiado, revela uma agradável frescura e conta com um final médio.","Les vignerons et les oenologues Expert Club ont elaboré pour vous ce Bourgogne Pinot Noir à la robe de velours. Le cépage Pinot Noir a fait la renomée des vins rouges de Bourgogne. Il offre des vins complexes et expressifs, aux tannins soyeux, aux notes de sous-bois et de baies.",https://osvinhos.blogspot.pt/2009/09/1114-forestiere-reserve-pinot-noir-2006.html
Fosco 2006,Regional Alentejo,2006,Red,Touriga Nacional e Syrah,14.5,"Sociedade Agrícola da Herdade do Arrepio Velho, Lda",4.0,7.5,António Maçanita,15.5,Julho 2009,"Cor intensa e aromas cheios de fruta madura, é um vinho guloso e bem agradável, na boca apresenta um volume médio, com fruta bem acompanhada por ligeiras notas de especiarias vindas das barricas, taninos maduros e final com relativa persistência.",-,https://osvinhos.blogspot.pt/2010/02/1227-fosco-2006-tinto.html
Fosco 2007,Regional Alentejo,2007,Rosé,Touriga Nacional e Syrah,13.0,"Sociedade Agrícola da Herdade do Arrepio Velho, Lda",4.0,7.5,António Maçanita,15.0,Julho 2009,"Apresenta uma cor vermelha algo carregada e um nariz dominado por frutos vermelhos, nomeadamente morangos, tem um paladar equilibrado, fresco e com uma acidez interessante, está ligeiramente menos frutado que no nariz e termina de uma forma agradável e de comprimento algo discreto.",-,https://osvinhos.blogspot.pt/2010/06/1335-fosco-2007-rose.html
Fóssil 2012,Regional Lisboa,2012,White,"Arinto, Gouveio e Fernão Pires",14.0,"Vale da Capucha Agricultura e Turismo Rural, Lda",4.0,7.5,Pedro Marques,15.0,Junho 2014,"Cor amarelo intenso e nariz marcado pela fruta madura e um leve toque citrino já bem maduro, na boca é um vinho delicado, com uma acidez correcta e um paladar ligeiramente pesado, com a fruta misturada com delicadas notas minerais e limonadas, o final de boca é curto de comprimento e mediano na persistência.","We wanted to make a pristine, pure wine that expressed its sense of place. Planted in limestone soils close to the ocean, and sustainably farmed, we chose the native varieties that best expressed this special terroir. Much careful human intervention in tthe vineyard is balanced by minimum interference in the cellar. We hope you enjoy the result. Grapes: Arinto, Gouveio, Fernão Pires. Pedro Marques Enólogo.",https://osvinhos.blogspot.pt/2015/05/3607-fossil-2012-branco.html
FP Bical & Arinto 2010,Regional Beiras,2010,White,Arinto e Bical,12.5,"F. Pato Vinhos Unipessoal, Lda",7.5,10.0,Filipa Pato,15.5,Janeiro 2012,"Cor citrina pálida e nariz agradavelmente mineral, floral e ligeiramente cítrico, com breves apontamentos vegetais, na boca é um vinho de perfil seco, que revela uma boa frescura e uma agradável acidez, o paladar faz lembrar citrinos, notas minerais e ainda um suave amargo vegetal, termina com um comprimento médio e uma persistência curta/mediana.","O FP branco com uvas de Bical & Arinto. Uma expressão do sol, sorriso e do entusiasmo de um Branco Autêntico que conta a História de uma região virada para a bravura do Atlântico.",https://osvinhos.blogspot.pt/2012/09/2363-fp-bical-arinto-2010-branco.html
Fraga Alta 2004,DOC Douro,2004,Red,"Touriga Nacional, Touriga Franca, Tinta Roriz e Sousão",13.0,Lucinda Todo Bom,7.5,10.0,Mateus Nicolau de Almeida,15.5,Março 2012,"Apresenta uma cor rubi de boa intensidade, o nariz revela agradáveis notas florais acompanhadas por evidentes e perfumadas sugestões de fruta vermelha madura, bem como delicadas nuances de especiarias, na boca revela-se um vinho muito frutado, de estrutura mediana e taninos redondos, o paladar evidencia ainda um ligeiro toque vegetal e algumas notas de barrica bem integradas com a fruta, o final de boca tem um comprimento e persistência medianos.","Vinho produzido a partir das castas Touriga Nacional, Touriga Franca, Tinta Roriz e Sousão, provenientes da nossa Quinta situada na Mêda, a 600 metros de altitude, onde os solos transitam do xisto para o granito. Estágio em madeira durante 12 meses. Vinho não filtrado, pode criar depósito. Contém sulfitos.",https://osvinhos.blogspot.pt/2012/11/2423-fraga-alta-2004-tinto.html
Fraga da Galhofa 2011,DOC Douro,2011,White,"Rabigato, Viosinho, Gouveio e Malvasia Fina",13.5,Vinilourenço Unipessoal,2.0,4.0,Virgílio Loureiro e Manuel Ferreira,14.0,Julho 2012,"Cor citrina e nariz marcado pelas notas limonadas, acompanhadas por um delicado toque vegetal e alguma fruta, na boca é um vinho fácil, correcto e fresco, conta com um paladar cítrico e um final de boca curto/médio, quer no comprimento, quer na persistência.",-,https://osvinhos.blogspot.pt/2013/06/2711-fraga-da-galhofa-2011-branco.html
Framingham Classic Riesling 2008,Nova Zelândia,2008,White,Riesling,11.5,Framingham Wines Limited,12.5,15.0,Andrew Hedley,16.0,Dezembro 2010,"Cor citrina, levemente esverdeada e nariz complexo, onde os aromas ligeiramente apetrolados combinam com as notas citrinas, alguma borracha e flores secas, num fundo bem mineral, na boca a acidez está bem vincada e equilibrada com a doçura, benefecia de uma boa estrutura e no paladar a fruta está bem casada com algumas especiarias, o final é marcadamente mineral e conta com um comprimento prolongado e agradável persistente.","Framingham is a boutique winery and aromatic specialist, hand-crafting wines from some of the oldest and best vineyards that the world-renowned Marlborough region has to offer. All our wines are made with care, taking time to bring out the full flavours and subtle nuances the environment offers - minerality, mouth filling texture, complex flavours and elegant structure. Framingham Classic Riesling is a generous wine with rich floral, citrus and mineral characters, supported by juicy acidity.",https://osvinhos.blogspot.pt/2011/07/1855-framingham-classic-riesling-2008.html
Framingham Sauvignon Blanc 2009,Nova Zelândia,2009,White,Sauvignon Blanc,13.0,Framingham Wines Limited,15.0,20.0,Andrew Hedley,16.5,Dezembro 2010,"Apresenta uma cor amarela de laivos esverdeados e um nariz perfumado e rico em aromas de maracujá e outras frutas tropicais, alguma relva e um evidente toque mineral, na boca é um vinho bem agradável, muito macio e delicado, revela uma boa estrutura, uma acidez interessante, um paladar bem preenchido por notas de fruta madura e tropical, citrinos e um imenso mineral, o final é longo e persistente.","Framingham is a boutique winery and aromatic specialist, hand-crafting wines from some of the oldest and best vineyards that the world-renowned Marlborough region has to offer. All our wines are made with care, taking time to bring out the full flavours and subtle nuances the environment offers - minerality, mouth filling texture, complex flavours and elegant structure. Framingham Sauvignon Blanc has pungent passionfruit and grapefruit aromas, flavours of redcurrant, capsicum, tropical fruits, dried herbs and a refreshing mineral finish.",https://osvinhos.blogspot.pt/2011/07/1856-framingham-sauvignon-blanc-2009.html
Framingham Sauvignon Blanc 2011,Nova Zelândia,2011,White,Sauvignon Blanc,13.0,Framingham Wines Limited,12.5,15.0,Andrew Hedley,16.5,Julho 2012,"Apresenta uma cor citrina pálida com delicados reflexos esverdeados, o nariz revela uma fresca componente de fruta tropical, bem marcada pelas notas de maracujá, aliadas a evidentes sugestões limonadas e ainda um certo floral, num fundo mais mineral, na boca é um vinho estruturado, com boa acidez e uma certa cremosidade, o paladar revela-se muito frutado e cítrico, tal como levemente fumado e tostado, termina com um comprimento médio/longo e uma persistência muito interessante, além de contar com uma atractiva secura.","At our boutique winery in the Wairau Valley, we craft expressive, individual small batch wines with new world purity and old world complexity. This 2011 Sauvignon Blanc delivers punchy flavours of passionfruit, grapefruit and redcurrant. Texture is enhanced by some barrel ferment and our signature mineral finish is retained.",https://osvinhos.blogspot.pt/2012/12/2467-framingham-sauvignon-blanc-2011.html
Framingham Sauvignon Blanc 2012,Nova Zelândia,2012,White,Sauvignon Blanc,13.0,Framingham Wines Limited,12.5,15.0,Andrew Hedley,16.0,Setembro 2013,"Cor amarelo citrino e uma delicada tonalidade esverdeada, no nariz sobressaem os aromas vegetais, nomeadamente espargos, que no decorrer da prova dão lentamente lugar à fruta tropical e a sugestivas notas cítricas e minerais, na boca é um vinho com estrutura e uma acidez muito viva, revela um paladar cheio de fruta tropical e notas cítricas e vegetais, num fundo algo seco, o final de boca é longo e persistente.","At our boutique winery in the Wairau Valley, we craft expressive, individual small batch wines with new world purity and old world complexity. This 2012 Sauvignon Blanc delivers punchy flavours of passionfruit, grapefruit and redcurrant. Texture is enhanced by some barrel ferment and our signature mineral finish is retained.",https://osvinhos.blogspot.pt/2014/05/3132-framingham-sauvignon-blanc-2012.html
Framingham Sauvignon Blanc 2013,Nova Zelândia,2013,White,Sauvignon Blanc,13.0,Framingham Wines Limited,12.5,15.0,Andrew Hedley,16.0,Abril 2014,"Apresenta uma cor amarela pálida de tonalidade esverdeada, o nariz evidencia notas vegetais misturadas com a fruta tropical, destacando-se um nítido toque de maracujá e espargos, bem como um leve toque citrino e mineral, na boca é um vinho com uma bela acidez e uma agradável secura, o paladar é dominado pela fruta e por sugestivas notas limonadas e até herbáceas, com um delicado toque de barrica a conferir alguma complexidade, o final de boca é relativamente prolongado.","At our boutique winery in the Wairau Valley, we craft expressive, individual small batch wines with new world purity and old world complexity. This 2013 Sauvignon Blanc delivers punchy flavours of passionfruit, grapefruit and redcurrant. Texture is enhanced by some barrel ferment and our signature mineral finish is retained.",https://osvinhos.blogspot.pt/2015/03/3524-framingham-sauvignon-blanc-2013.html
Francis Coppola Diamond Collection Gold Label Chardonnay 2016,EUA,2016,White,Chardonnay,13.5,Francis Ford Coppola Winery,15.0,20.0,Corey Beck,16.0,Julho 2018,"Cor amarela intensa e nariz muito bem preenchido por aromas de fruta, pêra e maçã verde, acompanhados por delicadas notas florais e citrinas, num fundo mais abaunilhado e onde a barrica se mostra evidente, na boca é um vinho cremoso e untuoso, amanteigado e de corpo médio, no paladar é a fruta e as notas de barrica que marcam o conjunto, que termina com um final de boca de comprimento médio/longo e uma persistência agradável.","Dramatic style, vibrant packaging and fruit-forward, smooth wines are the signatures of Francis Coppola Diamond Collection. Our Diamond Collection Chardonnay has juicy flavors of pears, tropical fruit and citrus, with alluring aromas of spice and toasted oak, and finishes with a light creamy texture. Delicious with shellfish, poultry and appetizers. Learn more about our wines at FrancisFordCoppolaWinery.com.",https://osvinhos.blogspot.com/2019/02/5056-francis-coppola-diamond-collection.html
Francis Ford Coppola Diamond Red Label Zinfandel 2015,EUA,2015,Red,Zinfandel e Petit Syrah,13.5,Francis Ford Coppola Winery,15.0,20.0,Corey Beck,16.5,Outubro 2018,"Cor granada de média intensidade e um nariz rico em frutos vermelhos maduros misturados com atraentes notas abaunilhadas e especiadas, num fundo marcado pela barrica que é responsável pela agradável complexidade que apresenta, na boca revela-se um vinho equilibrado, harmonioso, com taninos redondos e bem encorpado, no paladar volta a destacar-se a fruta vermelha envolvida por diversas notas especiadas e por uma subtil sensação tostada, o final de boca termina com um comprimento médio/longo.","Dramatic style, vibrant packaging and fruit-forward, smooth wines are the signatures of Francis Coppola Diamond Collection. Our Zinfandel bestows supple tannins and lush, jammy flavors of berries, cherries and plums along with spicy oak and notes of pepper and anise. Enjoy with barbecued spareribs or spicy lentil, stew. Learn more about our wines at FrancisFordCoppolaWinery.com.",https://osvinhos.blogspot.com/2019/02/5031-francis-ford-coppola-diamond-red.html
Francisco Nunes Garcia Reserva 2001,Regional Alentejo,2001,Red,"Aragonez, Alicante Bouschet, Trincadeira, Cabernet Sauvignon",13.5,"Francisco Fernandes Garcia Unipessoal, Lda",20.0,25.0,João Melícias,17.5,Dezembro 2008,"Apresenta um nariz vivo e complexo, atraentes notas de especiarias e frutos maduros com boa presença, está muito equlibrado e longe de dar sinais de qualquer tipo de evolução, ainda mostra sugestões, embora rústicas, de vegetal e algum floral e ainda ligeiros toques de madeira que complementam o conjunto, na boca surpreende pela sua delicadeza e elegância, revela uma grande estrutura, com taninos maduros e harmoniosos, corpo volumoso e uma acidez agradável, o paladar é frutado e especiado e termina de uma forma bem persistente.","Este vinho proveniente de uvas das castas Aragonez, Alicante Bouschet, Trincadeira, Cabernet Sauvignon e estagiado em meias pipas de carvalho francês. Foi sujeito a um processo de estabilização natural, pelo que pode criar um pequeno depósito. Deve ser servido a uma temperatura de cerca de 16ºC. Deste vinho foram engarrafadas 40.000 garrafas, nº 37.502.",https://osvinhos.blogspot.pt/2008/04/825-francisco-nunes-garcia-reserva-2001.html
Francisco Nunes Garcia Reserva 2002,Regional Alentejo,2002,Red,"Aragonez, Alicante Bouschet, Trincadeira, Cabernet Sauvignon",13.5,"Francisco Fernandes Garcia Unipessoal, Lda",20.0,25.0,João Melícias,17.0,Dezembro 2008,"Cor vermelha e ligeiramente granada, de média concentração, o nariz começa algo fechado mas rapidamente evolui para uma elegante fruta vermelha, notas vegetais e fruta em passa, lembra ainda, algum baunilha, fumo e algum tabaco, tudo com origem nas barricas de qualidade, o paladar mostra alguma compota, além dos frutos maduros e notas de especiarias, é um conjunto envolvente e conta com uns taninos bem afinados, tem uma prova suave e um final prolongado e persistente.",-,https://osvinhos.blogspot.pt/2008/07/874-francisco-nunes-garcia-reserva-2002.html
Francisco Nunes Garcia Reserva 2005,Regional Alentejo,2005,Red,"Aragonês, Alicante Bouschet, Trincadeira, Cabernet Sauvignon",15.0,"Francisco Fernandes Garcia Unipessoal, Lda",20.0,25.0,João Melícias,17.0,Dezembro 2008,"Cor granada intensa e nariz rico em aromas de fruta madura muito bem integrada com delicadas sugestões de barrica, café, fumo e também diversas especiarias, na boca é um vinho complexo, encorpado e com bom volume, conta com uns taninos redondos e um paladar dominado pelas nuances vegetais e especiadas, num fundo mais frutado e ligeiramente tostado, o final de boca é longo.","Este vinho, proveniente de uvas das castas Aragonês, Alicante Bouschet, Trincadeira, Cabernet Sauvignon e estagiado em meias pipas de carvalho francês. Foi sujeito a um processo de estabilização natural, pelo que pode criar um pequeno depósito. Deve ser servido a uma temperatura de cerca de 16º. O Enólogo. João Melícias. Deste vinho foram engarrafadas 9.000 garrafas. Nº 3167.",https://osvinhos.blogspot.pt/2014/04/3113-francisco-nunes-garcia-reserva.html
Frei Gigante 2011,Regional Açores,2011,White,"Arinto dos Açores, Verdelho e Terrantez",13.5,"Cooperativa Vitivinícola da Ilha do Pico, C. R. L.",4.0,7.5,Maria Álvares,15.5,Abril 2013,"Apresenta uma cor amarela com delicados apontamentos dourados, no nariz destacam-se os aromas de fruta tropical envolvidos em delicadas notas minerais e florais, na boca é um vinho fresco, equilibrado e relativamente seco, conta com um paladar muito frutado e mineral, apoiado em delicadas notas vegetais e até salgadas, termina com um final de boca com um comprimento médio e uma persistência agradável.","A História atribui a Frei Pedro Gigante o cultivo das primeiras cepas na Ilha do Pico, no final do século XV. As castas que se adaptaram melhor - Arinto, Verdelho e Terrantez - continuam a ser plantadas nas fissuras da lava basáltica e a ser protegidas da salsugem do mar pelos muros dos currais. O trabalho é árduo para que a paisagem da vinha continue a ser o orgulho dos picarotos, que fizeram uma obra colossal reconhecida pela Unesco como Património Cultural da Humanidade. O vinho, delicadamente perfumado, fresco e surpreendente na boca, é o espelho de um terroir perfeito, no meio do atlântico, que o saber dos frades, o suor dos picarotos e a enologia do séc. XXI tornaram único no mundo. Servir a 10º - 12ºC.",https://osvinhos.blogspot.pt/2014/01/2997-frei-gigante-2011-branco.html
Frei Gigante 2014,Regional Açores,2014,White,"Arinto dos Açores, Verdelho e Terrantez",13.0,"Cooperativa Vitivinícola da Ilha do Pico, C. R. L.",7.5,10.0,Maria Álvares,16.0,Dezembro 2015,"Cor amarela intensa e nariz agradavelmente frutado e mineral, bem como floral e ligeiramente citrino, na boca é um vinho muito fresco e delicado, com uma acidez bem presente e um paladar rico em notas minerais e citrinas, além de evidenciar um marcante toque vegetal, o final de boca termina com um comprimento e uma persistência acima da média.","A História atribui a Frei Pedro Gigante o cultivo das primeiras cepas na Ilha do Pico, no final do século XV. As castas que se adaptaram melhor - Arinto dos açores, Verdelho e Terrantez do Pico - continuam a ser plantadas nas fissuras da lava basáltica e a ser protegidas da salsugem do mar pelos muros dos currais. O trabalho é árduo para que a paisagem da vinha continue a ser o orgulho dos picarotos, que fizeram uma obra colossal reconhecida pela Unesco como Património Cultural da Humanidade. O vinho, delicadamente perfumado, fresco e surpreendente na boca, é o espelho de um terroir perfeito, no meio do atlântico, que o saber dos frades, o suor dos picarotos e a enologia do séc. XXI tornaram único no mundo. Servir a 10º - 12ºC.",https://osvinhos.blogspot.pt/2016/10/4188-frei-gigante-2014-branco.html
Frei Gigante 2016,Regional Açores,2016,White,"Arinto dos Açores, Verdelho e Terrantez",13.0,"Cooperativa Vitivinícola da Ilha do Pico, C. R. L.",15.0,20.0,Maria Álvares,16.5,Novembro 2017,"Cor amarela intensa e levemente esverdeada, o nariz sugere aromas minerais e citrinos acompanhados por evidentes notas de fruta tropical madura e um subtil toque salino, muito característico deste vinho devido à sua origem, na boca é um vinho equilibrado, muito fresco e com uma acidez viva, no paladar destaca-se a fruta tropical envolvida por sugestivas notas minerais e um ligeiro toque cítrico, com o final de boca a terminar seco e com um comprimento e persistência prolongados.","Frei Gigante é feito a partir das castas Arinto dos Açores, Verdelho e Terrantez do Pico, revelando-se um vinho repleto do terroir marítimo e vulcânico açoriano. Servir a 8º - 10ºC. Uvas produzidas em Paisagem classificada pela Unesco como Património da Humanidade.",https://osvinhos.blogspot.pt/2018/05/4769-frei-gigante-2016-branco.html
Frei Gigante Superior 2015,Regional Açores,2015,White,"Arinto dos Açores, Verdelho e Terrantez",14.0,"Cooperativa Vitivinícola da Ilha do Pico, C. R. L.",10.0,12.5,Maria Álvares,16.0,Maio 2016,"Apresenta uma cor amarela de tonalidade citrica e um nariz agradavelmente composto por aromas florais e minerais, acompanhados por breves notas de fruta tropical e um sugestivo toque vegetal e até salino, na boca é um vinho  fresco e com uma acidez vibrante, onde revela um paladar frutado, claramente dominado pela sua componente mineral, o final de boca termina com um comprimento expressivo e uma persistência bem agradável.","A História atribui a Frei Pedro Gigante o cultivo das primeiras cepas na Ilha do Pico, no final do século XV. As castas que se adaptaram melhor - Arinto dos Açores, Verdelho e Terrantez do Pico - continuam a ser plantadas nas fissuras da lava basáltica e a ser protegidas da salsugem do mar pelos muros dos currais. O trabalho é árduo para que a paisagem da vinha continue a ser o orgulho dos picarotos, que fizeram uma obra colossal reconhecida pela Unesco como Património Cultural da Humanidade. O vinho, delicadamente perfumado, fresco e surpreendente na boca, é o espelho de um terroir perfeito, no meio do atlântico, que o saber dos frades, o suor dos picarotos e a enologia do séc. XXI tornaram único no mundo. Servir a 10º - 12ºC.",https://osvinhos.blogspot.pt/2017/02/4301-frei-gigante-superior-2015-branco.html
Frei João 2001,DOC Bairrada,2001,Red,"Baga, Castelão Francês e Tinta Pinheira",12.5,"Caves São João - Sociedade dos Vinhos Irmãos Unidos, Lda",4.0,7.5,José Carvalheira,13.5,Setembro 2006,"Cor rubi levemente acastanhada, de aromas frescos e algo frutados, revela alguma falta de complexidade, tem um final mediano/curto com a fruta fresca em evidência.",-,https://osvinhos.blogspot.pt/2007/01/366-frei-joo-2001-tinto.html
Frei João Reserva 2009,DOC Bairrada,2009,White,"Bical, Cerceal e Maria Gomes",12.5,"Caves São João - Sociedade dos Vinhos Irmãos Unidos, Lda",4.0,7.5,José Carvalheira,15.0,Janeiro 2016,"Cor citrina algo pálida e nariz rico em notas de fruta tropical aliadas a evidentes sugestões minerais e ainda uma ligeira sensação tostada, que confere uma bela e atractiva complexidade ao conjunto, na boca é um vinho fresco, volumoso, muito limonado e mineral, mas que ao mesmo tempo é capaz de revelar uma acidez muito atractiva, o final de boca é prolongado e persistente.","Com as nossas melhores uvas das castas Bical (55%), Cerceal (30%) e Maria Gomes (15%), colhidas manualmente em meados de Setembro, criámos este vinho que possui cor amarela esverdeada. um aroma muito rico e complexo, predominando nuances aromáticas de madeira de carvalho, frutos frescos e casca de citrinos. Na boca é muito volumoso, untuoso e evidencia uma excelente acidez, que lhe confere uma bela persistência gustativa e lhe permitirá envelhecer nobremente.",https://osvinhos.blogspot.pt/2012/04/2170-frei-joao-reserva-2009-branco.html
Frei João Reserva 2011,DOC Bairrada,2011,White,"Bical, Chardonnay, Cerceal e Maria Gomes",12.0,"Caves São João - Sociedade dos Vinhos Irmãos Unidos, Lda",7.5,10.0,José Carvalheira,15.0,Janeiro 2014,"Cor citrina e nariz marcado pelos aromas de tosta, baunilha e fruta tropical, num fundo mais vegetal e até ligeiramente herbáceo, na boca é um vinho fresco, limonado, ligeiramente mineral e especiado, que termina com um final de boca de comprimento curto.",Com as nossas melhores uvas das castas Bical (45%), Chardonnay (25%)
Frontaria 2008,DOC Douro,2008,White,"Fernão Pires, Malvasia Fina e Códega de Larinho",13.0,"Sociedade Quinta do Portal, S.A.",4.0,7.5,Paulo Coutinho,15.5,Outubro 2009,"Cor amarela e nariz a mostrar notas agradáveis de fruta madura e um certo vegetal, na boca apresenta um interessante volume e uma suavidade durante toda a prova bem evidente e equilibrada, continua frutado e algo mineral, contando com um final de comprimento médio.","Castas: Fernão Pires (40%), Malvasia Fina (30%) e Códega de Larinho (30%). Vinificação: Desengace com esmagamento, seguido de prensagem. Fermentação em cubas de aço inoxidável com temperatura controlada, 14-16ºC. Estágio: Permaneceu em contacto com as borras finas de modo a garantir uma maior complexidade e riqueza. De cor citrina e boa intensidade aromática com notas de fruto e florais. Na boca mostra uma boa acidez e boas notas de fruto. Final de boca fresco e longo. Perfeito acompanhante de pratos de peixe e mariscos.",https://osvinhos.blogspot.pt/2010/09/1456-frontaria-2008-branco.html
Fronteira 2010,DOC Douro,2010,Red,"Touriga Nacional, Touriga Franca e Tinta Roriz",13.5,Quinta da Fronteira - Companhia das Quintas,2.0,4.0,João Corrêa e Jorge Serôdio Borges,15.0,Maio 2012,"Cor rubi de tonalidade e laivos avermelhados, o nariz revela agradáveis e frescas notas de frutos vermelhos acompanhados por um ligeiro toque floral, na boca é um vinho equilibrado, de estrutura e volume médios e uma acidez correcta, o paladar continua frutado e o final de boca tem um comprimento e persistência medianos.","Utilizando vinhas próprias e as castas tradicionais do Douro, das quais se destacam a Touriga Nacional e a Touriga Franca, criámos este vinho extremamente elegante e rico aromaticamente. O leve estágio em carvalho francês permitiu atingir um equilíbrio notável tornando este vinho bastante versátil para a gastronomia.",https://osvinhos.blogspot.pt/2013/02/2548-fronteira-2010-tinto.html
